code,term
10491005,Meningitis caused by reactivation of Varicellovirus humanalpha3
10698009,Iridocyclitis caused by reactivation of Varicellovirus humanalpha3
1078254009,Recurrent herpes zoster
1087131000119102,Scleritis caused by reactivation of Varicellovirus humanalpha3
1163465001,Dacryoadenitis caused by reactivation of Varicellovirus humanalpha3
1163483009,Infection of eyelid due to herpes zoster
1179456002,Esophagitis caused by Varicellovirus humanalpha3
12551000132107,Disorder of cranial nerve caused by reactivation of Varicellovirus humanalpha3
12561000132105,Herpes zoster with bacterial infection
12571000132104,Pneumonia caused by reactivation of Varicellovirus humanalpha3
15678841000119100,Iridocyclitis of bilateral eyes caused by Human alphaherpesvirus 3
15680281000119103,Keratoconjunctivitis of bilateral eyes caused by Human alphaherpesvirus 3
15681361000119105,Infection of skin of bilateral eyelids due to herpes zoster
15685081000119102,Disorder of corneal epithelium of right eye caused by reactivation of Varicellovirus humanalpha3
15685121000119100,Disorder of corneal epithelium of left eye caused by reactivation of Varicellovirus humanalpha3
15685161000119105,Disorder of corneal epithelium of bilateral eyes caused by reactivation of Varicellovirus humanalpha3
15685201000119100,Interstitial keratitis of left eye caused by Herpes zoster virus
15685241000119103,Interstitial keratitis of bilateral eyes caused by Human alphaherpesvirus 3
15685281000119108,Interstitial keratitis of right eye caused by Herpes zoster virus
15989271000119107,Conjunctivitis of right eye caused by herpes zoster virus
15989311000119107,Conjunctivitis of bilateral eyes caused by herpes zoster virus
15989351000119108,Conjunctivitis of left eye caused by herpes zoster virus
15991711000119108,Iritis of right eye caused by herpes zoster virus
15991751000119109,Iritis of bilateral eyes caused by Human alphaherpesvirus 3
15991791000119104,Iritis of left eye caused by herpes zoster virus
15992271000119100,Keratitis of right eye due to herpes zoster
15992311000119100,Keratitis of left eye due to herpes zoster
15992351000119104,Keratitis of bilateral eyes caused by Human herpesvirus 3
16000751000119105,Scleritis of bilateral eyes caused by reactivation of Varicellovirus humanalpha3
16000791000119100,Scleritis of left eye caused by reactivation of Varicellovirus humanalpha3
16000831000119106,Scleritis of right eye caused by reactivation of Varicellovirus humanalpha3
195911009,Pneumonia caused by Varicellovirus humanalpha3
21954000,Herpes zoster auricularis
230176008,Encephalitis caused by reactivation of Varicellovirus humanalpha3
230198004,Varicella transverse myelitis
230262004,Amyotrophy caused by herpes zoster
230536009,Acute disorder of trigeminal nerve caused by reactivation of Varicellovirus humanalpha3
232400003,Acute pharyngitis caused by reactivation of Varicellovirus humanalpha3
235059009,Infection of oral mucosa caused by reactivation of Varicellovirus humanalpha3
240468001,Neurological varicella
240470005,Herpes zoster involving thoracic dermatome
240471009,Herpes zoster involving lumbar dermatome
240472002,Maxillary herpes zoster infection
240473007,Mandibular herpes zoster infection
240474001,Multidermatomal herpes zoster infection
24059009,Acute cerebellar ataxia caused by varicella
309465005,Infection caused by Varicellovirus humanalpha3
31920006,Hemorrhagic pneumonia caused by varicella
331071000119101,Iritis caused by reactivation of Varicellovirus humanalpha3
36292003,Otitis externa caused by Herpes zoster
397573005,Keratitis caused by reactivation of Varicellovirus humanalpha3
400020001,Dermatitis caused by reactivation of Varicellovirus humanalpha3
402897003,Herpes zoster involving cervical dermatome
402898008,Herpes zoster involving sacral dermatome
410500004,Herpes zoster involving tip of nose
410509003,Conjunctivitis caused by reactivation of Varicellovirus humanalpha3
416718008,Infection of skin of eyelid due to herpes zoster
421029004,Retinitis caused by reactivation of Varicellovirus humanalpha3
422127002,Herpes zoster with acquired immunodeficiency syndrome
422446008,Herpes zoster subepithelial infiltrates
422471006,Acute retinal necrosis caused by reactivation of Varicellovirus humanalpha3
422666006,Disorder of corneal epithelium caused by reactivation of Varicellovirus humanalpha3
423333008,Exanthem caused by Varicellovirus humanalpha3
423628002,Acute disorder of nerve caused by reactivation of Varicellovirus humanalpha3
424353002,Corneal haze caused by reactivation of Varicellovirus humanalpha3
424435009,Herpes zoster pseudodendrites
42448002,Herpes zoster keratoconjunctivitis
424801004,Corneal endotheliitis caused by reactivation of Varicellovirus humanalpha3
424941009,Radiculitis caused by reactivation of Varicellovirus humanalpha3
425356002,Herpes zoster retinal pigment epithelial detachment
426570007,Interstitial keratitis caused by reactivation of Varicellovirus humanalpha3
428633000,Exanthem caused by reactivation of Varicellovirus humanalpha3
449783002,Zoster sine herpete
4740000,Herpes zoster
55560002,Disseminated herpes zoster
713250002,Gingival disease caused by Varicellovirus humanalpha3
713733003,Infection caused by herpes zoster virus co-occurrent with human immunodeficiency virus infection
713964006,Multidermatomal infection caused by Herpes zoster co-occurrent with human immunodeficiency virus infection
733167008,Acute geniculate ganglionitis caused by Human herpesvirus 3
838357005,Acute disorder of glossopharyngeal nerve caused by reactivation of Varicellovirus humanalpha3
870321008,Ocular nerve palsy caused by reactivation of Varicellovirus humanalpha3
87513003,Herpes zoster ophthalmicus
98541000119101,Myelitis caused by reactivation of Varicellovirus humanalpha3
