code,term
1172516002,High-dose chemotherapy with stem cell transplant
1177120001,Bronchiolitis obliterans syndrome following allogeneic stem cell transplant
12246211000119101,Infection due to and following bone marrow transplantation
122491000119108,Lymphoproliferative disorder after transplantation of bone marrow
1269349006,Transplantation of stem cell
129771000119107,Neoplasm following transplantation of bone marrow
149303000,Bone marrow transplant
152621000119105,History of allotransplantation of bone marrow
153351000119102,History of peripheral stem cell transplant
16370261000119105,Disorder due to and following transplantation of stem cell
174241000112100,Transplantation of allogeneic hematopoietic stem cell
174251000112102,History of transplantation of allogeneic hematopoietic stem cell
179236009,Allograft of bone marrow NEC
179238005,Other specified graft of bone marrow
179239002,Grafting of bone marrow NOS
180217003,Transfusion of bone marrow
213149003,Bone marrow transplant rejection
228291000000104,Allograft of bone marrow from sibling donor
228301000000100,Allograft of bone marrow from matched unrelated donor
228311000000103,Allograft of bone marrow from haploidentical donor
229381000000104,Graft of cord blood to bone marrow
232417611000119100,Thrombotic microangiopathy following hemopoietic stem cell transplant
234331007,Syngeneic bone marrow transplant
234332000,Transplant of T-cell depleted allogeneic bone marrow
234333005,Transplant of imperfect T-cell depleted allogeneic bone marrow
234334004,Allogeneic related bone marrow transplant
234335003,Allogeneic unrelated bone marrow transplant
234336002,Hemopoietic stem cell transplant
234518003,Bone marrow transplant disorder
234519006,Bone marrow transplant rejection
234520000,Bone marrow transplant failure
234521001,Bone marrow transplant failure
234522008,Disease relapse in transplant marrow
235511000000103,Allograft of cord blood to bone marrow
235521000000109,Graft of cord blood to bone marrow NOS
23719005,Transplantation of bone marrow
238541000000109,Other specified graft of cord blood to bone marrow
2631000119108,History of bone marrow transplant
265571000000102,Allograft of bone marrow from sibling donor 
265581000000100,Allograft of bone marrow from matched unrelated donor 
265591000000103,Allograft of bone marrow from haploidentical donor 
266391000000102,Graft of cord blood to bone marrow 
266401000000104,Allograft of cord blood to bone marrow 
266411000000102,Other specified graft of cord blood to bone marrow 
266421000000108,Graft of cord blood to bone marrow NOS 
278256002,Cord cell transfusion
278257006,Peripheral blood stem cell transplantation
284681000000100,Syngeneic peripheral blood stem cell transplant
284691000000103,Allogeneic peripheral blood stem cell transplant
287989002,Injection of bone marrow - blood cells
291291000000100,Syngeneic peripheral blood stem cell transplant
291301000000101,Allogeneic peripheral blood stem cell transplant
378841000000102,Allograft of bone marrow from unmatched unrelated donor
397554006,Limbal epithelial stem cell graft
408476004,Bone and marrow transplantation
420112009,Pediatric bone marrow transplantation
425563003,Transplant of cord blood to bone marrow
425843001,Allogeneic peripheral blood stem cell transplant
426425001,Transplant of bone marrow from sibling donor
426768001,Engraftment syndrome
427423003,Transplant of bone marrow from matched unrelated donor
427615008,Transplant of allograft of cord blood to bone marrow
429362002,Short stature associated with bone marrow transplant
429450002,Disorder related to bone marrow transplantation
429514007,Growth hormone deficiency after bone marrow transplant
431456004,Accelerated rejection of bone marrow transplant
431862001,Acute rejection of bone marrow transplant
431953002,Chronic rejection of bone marrow transplant
432782005,Hyperacute rejection of bone marrow transplant
442557006,Transplant of bone marrow from unmatched unrelated donor
445715009,Blood and marrow transplantation
445757003,Allogeneic bone marrow transplantation without purging
446253009,Allogeneic bone marrow transplantation with purging
489351000000104,Allograft of bone marrow from unmatched unrelated donor 
58390007,Allogeneic bone marrow transplantation
628041000000102,Allograft of bone marrow NEC
628051000000104,Other specified graft of bone marrow
633831000000109,Grafting of bone marrow NOS
698075004,Syngeneic peripheral blood stem cell transplantation
737300001,Bone marrow transplant present
754961000000101,Blood and marrow transplantation
757921000000100,Blood and marrow transplantation
892791000000108,Blood and marrow transplantation service
